"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"475",39,"Single",0,"HighSchool","Salaried",21,"Own",273044,21,0.451,96294,36,10.33,"Home_Improvement",721,0.831,0,8,"Yes",1235,7893,"No","No","No"
"476",34,"Single",1,"Master","Salaried",11,"Mortgage",158998,15,0.513,27557,18,9.97,"Credit_Card",766,0.787,0,3,"Yes",2816,11360,"No","No","Yes"
"477",33,"Married",1,"HighSchool","Retired",0,"Mortgage",24820,7,0.424,13834,24,11.69,"Home_Improvement",685,0.478,0,1,"No",2157,547,"No","No","No"
"478",35,"Single",0,"Bachelor","Salaried",12,"Mortgage",47983,16,0.433,20346,24,9.35,"Debt_Consolidation",724,0.33,1,4,"No",2679,1162,"No","No","No"
"479",41,"Separated",1,"Bachelor","Salaried",20,"Own",208911,22,0.324,46504,36,9.39,"Debt_Consolidation",850,0.13,0,7,"Yes",58016,25177,"No","No","No"
"480",42,"Married",2,"Bachelor","Self_Employed",20,"Mortgage",81798,24,0.46,19647,60,13.05,"Personal",809,0.624,1,7,"Yes",42195,10057,"No","Yes","No"
"481",36,"Single",0,"Other","Unemployed",0,"Mortgage",42888,5,0.397,26360,60,15.43,"Home_Improvement",625,0.333,0,3,"No",148,7436,"No","No","Yes"
"482",21,"Single",0,"Bachelor","Self_Employed",2,"Mortgage",52829,3,0.637,35108,24,10.53,"Home_Improvement",784,0.475,0,2,"No",2555,3610,"No","No","No"
"483",24,"Married",2,"HighSchool","Salaried",5,"Mortgage",71442,6,0.367,31486,18,9.86,"Home_Improvement",763,0.22,0,3,"No",874,9257,"No","No","Yes"
"484",23,"Married",2,"Master","Student",0,"Mortgage",29740,5,0.184,4919,36,11.44,"Debt_Consolidation",700,0.866,0,1,"No",1096,2139,"No","Yes","No"
"485",46,"Married",1,"HighSchool","Self_Employed",25,"Mortgage",76990,28,0.5,35017,60,11.7,"Auto",839,0.461,0,4,"Yes",4768,5057,"No","No","No"
"486",36,"Single",0,"Master","Salaried",14,"Own",84270,17,0.557,39412,36,11.87,"Education",676,0.861,0,8,"No",5146,3294,"No","No","No"
"487",41,"Married",1,"Master","Salaried",22,"Mortgage",195063,23,0.737,140789,36,10.4,"Education",850,0.315,0,6,"Yes",64292,10433,"No","Yes","No"
"488",22,"Married",3,"Master","Student",1,"Rent",35280,4,0.356,27946,72,12.93,"Education",787,0.23,0,4,"No",11295,3800,"No","Yes","No"
"489",33,"Single",0,"HighSchool","Salaried",15,"Rent",80408,15,0.469,47558,60,10.9,"Auto",792,0.473,0,5,"No",18889,11025,"No","No","No"
"490",44,"Married",4,"Bachelor","Salaried",25,"Other",93384,26,0.423,22504,36,7.84,"Auto",790,0.546,0,6,"Yes",33848,4076,"No","No","No"
"491",36,"Single",0,"Bachelor","Self_Employed",14,"Own",57470,18,0.489,51541,60,14.95,"Business",814,0.845,0,6,"No",342,5315,"No","Yes","No"
"492",37,"Divorced",3,"Master","Salaried",16,"Own",143299,19,0.411,63629,36,12.97,"Medical",799,0.238,1,5,"No",16171,12882,"No","No","No"
"493",37,"Married",2,"Bachelor","Unemployed",2,"Rent",29766,9,0.95,11471,12,11.27,"Auto",700,0.2,1,2,"Yes",895,1412,"No","Yes","No"
"494",50,"Single",0,"Bachelor","Salaried",31,"Own",74651,32,0.561,33076,60,13.47,"Business",850,0.452,0,3,"Yes",58914,7888,"No","No","No"
"495",32,"Married",3,"Bachelor","Salaried",11,"Rent",97595,14,0.741,44163,12,10.44,"Debt_Consolidation",770,0.606,0,10,"No",9149,1014,"No","No","No"
"496",45,"Married",1,"Bachelor","Salaried",24,"Mortgage",83602,26,0.88,52042,24,11.58,"Home_Improvement",796,0.758,0,6,"Yes",5402,9284,"No","No","No"
"497",47,"Divorced",0,"Bachelor","Salaried",25,"Mortgage",128791,29,0.761,52646,60,10.95,"Debt_Consolidation",762,0.805,0,6,"Yes",48943,19635,"No","No","No"
"498",26,"Single",0,"Bachelor","Salaried",2,"Rent",127800,7,0.487,89651,36,10.75,"Education",777,0.3,0,6,"No",1598,3876,"No","No","Yes"
"499",39,"Married",1,"HighSchool","Salaried",19,"Mortgage",81112,21,0.67,47785,60,12.95,"Home_Improvement",785,0.652,0,12,"Yes",5716,32735,"No","No","No"
"500",38,"Widowed",1,"HighSchool","Unemployed",0,"Rent",21204,6,0.553,20336,36,10.91,"Education",740,0.32,1,3,"No",412,744,"No","Yes","No"
"501",48,"Single",0,"Master","Salaried",27,"Mortgage",150017,30,0.437,61906,36,8.86,"Education",850,0.137,0,7,"Yes",3435,3916,"No","Yes","No"
"502",47,"Married",0,"PhD","Salaried",28,"Mortgage",151114,29,0.649,57616,48,11.59,"Home_Improvement",850,0.608,0,9,"Yes",130766,39215,"No","No","No"
"503",38,"Single",0,"Bachelor","Salaried",20,"Own",76908,20,0.552,14717,24,8.16,"Debt_Consolidation",797,0.617,0,8,"No",46061,4856,"No","No","No"
"504",39,"Divorced",0,"Master","Salaried",21,"Own",123327,21,0.605,51857,36,8.98,"Education",850,0.322,0,13,"No",8443,7859,"No","No","No"
"505",31,"Single",0,"HighSchool","Salaried",12,"Mortgage",57219,13,0.431,9121,12,12.51,"Vacation",850,0.407,0,4,"Yes",4145,16725,"No","No","No"
"506",36,"Single",2,"HighSchool","Self_Employed",17,"Mortgage",80780,18,0.46,67675,84,16.35,"Business",849,0.5,0,3,"No",14887,1247,"No","No","No"
"507",28,"Single",0,"Master","Salaried",0,"Mortgage",84576,4,0.523,20956,72,11.75,"Home_Improvement",798,0.319,0,5,"Yes",7041,3881,"No","No","No"
"508",28,"Married",1,"Bachelor","Salaried",8,"Mortgage",150986,10,0.538,26590,18,9.25,"Medical",742,0.546,0,11,"Yes",80737,12379,"No","No","No"
"509",26,"Divorced",1,"HighSchool","Salaried",6,"Mortgage",110146,8,0.612,44468,36,10.68,"Personal",766,0.622,0,3,"Yes",938,3177,"No","No","Yes"
"510",46,"Divorced",1,"Bachelor","Salaried",26,"Mortgage",231041,28,0.708,60496,60,12.14,"Auto",850,0.421,0,9,"Yes",55517,10680,"No","No","No"
"511",49,"Divorced",0,"Bachelor","Salaried",28,"Own",149728,31,0.568,60610,60,11.27,"Auto",824,0.572,0,6,"Yes",80817,3399,"No","No","No"
"512",34,"Married",0,"Bachelor","Salaried",16,"Mortgage",140028,16,0.663,35859,60,12.96,"Debt_Consolidation",848,0.205,0,11,"Yes",5736,7950,"No","No","No"
"513",27,"Single",0,"Bachelor","Retired",0,"Mortgage",83702,3,0.425,8516,36,10.24,"Credit_Card",754,0.054,0,8,"Yes",2207,2406,"No","No","No"
"514",37,"Single",2,"HighSchool","Salaried",19,"Mortgage",79962,19,0.381,35083,36,9.82,"Home_Improvement",850,0.132,0,5,"No",4449,7695,"No","No","No"
"515",60,"Single",0,"HighSchool","Self_Employed",38,"Mortgage",107660,42,0.431,66325,60,10.54,"Auto",850,0.202,0,6,"Yes",23083,5962,"No","No","No"
"516",58,"Divorced",0,"HighSchool","Salaried",39,"Mortgage",120632,40,0.509,24617,24,10.38,"Credit_Card",848,0.095,0,6,"Yes",9813,5019,"No","No","No"
"517",21,"Married",1,"PhD","Student",1,"Mortgage",68591,3,0.409,13004,48,14.23,"Credit_Card",646,0.884,0,5,"No",1525,10187,"No","No","Yes"
"518",34,"Single",2,"Other","Salaried",13,"Own",96232,16,0.321,47183,84,12.98,"Home_Improvement",760,0.222,1,10,"No",4371,3978,"No","No","No"
"519",53,"Married",0,"Bachelor","Student",0,"Own",17790,4,0.49,7257,36,8.29,"Home_Improvement",707,0.45,0,3,"Yes",2391,1541,"No","No","No"
"520",38,"Single",0,"HighSchool","Salaried",19,"Mortgage",88870,20,0.483,22038,36,8.37,"Debt_Consolidation",819,0.285,0,3,"Yes",10282,2631,"No","No","No"
"521",54,"Married",1,"HighSchool","Salaried",35,"Mortgage",79228,36,0.259,26311,24,9.27,"Home_Improvement",779,0.447,0,4,"No",4119,13373,"No","No","No"
"522",35,"Divorced",0,"HighSchool","Unemployed",2,"Mortgage",24780,5,0.548,10189,36,11.54,"Credit_Card",668,0.95,0,1,"No",1301,2130,"No","Yes","No"
"523",44,"Married",1,"Bachelor","Salaried",22,"Mortgage",74280,26,0.516,47444,48,9.03,"Auto",807,0.179,0,4,"Yes",10186,6087,"No","No","Yes"
"524",40,"Single",0,"HighSchool","Unemployed",0,"Own",20570,7,0.244,5442,48,9.61,"Debt_Consolidation",724,0.679,2,1,"No",914,980,"No","No","No"
"525",70,"Married",2,"Bachelor","Retired",5,"Mortgage",74977,11,0.505,34728,60,10.81,"Debt_Consolidation",832,0.138,0,3,"Yes",16879,18618,"No","Yes","No"
"526",47,"Single",0,"Master","Salaried",25,"Mortgage",130961,29,0.834,76528,24,10.88,"Education",791,0.388,0,13,"Yes",2882,7495,"No","No","No"
"527",26,"Single",1,"HighSchool","Unemployed",1,"Mortgage",14002,3,0.269,8514,60,13.99,"Business",714,0.176,1,2,"No",784,2494,"No","No","Yes"
"528",32,"Single",2,"HighSchool","Unemployed",2,"Own",26331,8,0.355,14072,48,9.46,"Auto",808,0.365,0,3,"No",167,1633,"No","No","No"
"529",42,"Married",1,"Other","Salaried",20,"Mortgage",54937,24,0.451,5762,48,10.21,"Debt_Consolidation",850,0.529,0,5,"Yes",3474,5564,"No","No","No"
"530",21,"Married",2,"HighSchool","Student",0,"Mortgage",18402,3,0.477,11999,60,11.87,"Education",755,0.222,1,2,"No",2479,1989,"No","No","No"
"531",21,"Single",0,"Bachelor","Self_Employed",0,"Mortgage",152078,3,0.772,63293,24,8.59,"Education",740,0.617,0,9,"Yes",3643,13713,"No","Yes","No"
"532",27,"Single",0,"PhD","Salaried",8,"Mortgage",149216,9,0.724,86761,36,8.88,"Auto",765,0.63,1,6,"Yes",9652,15629,"No","Yes","No"
"533",35,"Single",1,"Master","Salaried",17,"Rent",95307,17,0.73,36971,24,10.65,"Debt_Consolidation",850,0.216,1,7,"Yes",3024,11797,"No","No","No"
"534",50,"Single",0,"Master","Salaried",31,"Own",64484,32,0.318,70178,84,14.52,"Education",850,0.292,0,7,"No",1543,3462,"No","No","Yes"
"535",35,"Married",3,"Bachelor","Salaried",15,"Mortgage",96630,17,0.748,50741,84,15.7,"Medical",770,0.328,1,9,"Yes",2435,2335,"No","Yes","No"
"536",40,"Married",2,"HighSchool","Self_Employed",21,"Mortgage",48656,22,0.36,7341,24,9.42,"Debt_Consolidation",787,0.445,0,5,"Yes",2116,5792,"No","No","No"
"537",37,"Single",1,"HighSchool","Salaried",17,"Mortgage",68784,19,0.42,16438,12,9.68,"Debt_Consolidation",755,0.041,2,2,"No",2809,9302,"No","No","No"
"538",31,"Married",2,"Bachelor","Unemployed",0,"Mortgage",28809,3,0.533,11362,18,11.03,"Auto",691,0.823,0,4,"Yes",1543,1926,"No","Yes","No"
"539",52,"Married",1,"HighSchool","Student",1,"Mortgage",20641,9,0.636,5271,24,9.16,"Home_Improvement",748,0.586,1,4,"Yes",240,1731,"No","No","No"
"540",27,"Married",3,"Master","Salaried",7,"Own",253858,9,0.516,60916,60,12.14,"Debt_Consolidation",850,0.363,1,10,"Yes",21156,18020,"No","No","No"
"541",36,"Single",0,"Master","Salaried",16,"Own",134316,18,0.556,30083,36,11.12,"Debt_Consolidation",699,0.86,1,8,"Yes",10245,20570,"No","Yes","No"
"542",35,"Single",1,"Master","Salaried",10,"Own",197266,12,0.765,23707,24,10.4,"Credit_Card",784,0.589,0,6,"Yes",14674,18579,"No","No","No"
"543",43,"Divorced",2,"Other","Salaried",24,"Own",74389,25,0.202,18539,36,9.98,"Medical",808,0.618,0,1,"No",16556,2888,"No","No","No"
"544",54,"Married",1,"HighSchool","Unemployed",2,"Mortgage",21564,8,0.601,6864,48,11.73,"Home_Improvement",639,0.145,3,4,"Yes",737,1699,"No","No","No"
"545",43,"Single",0,"Other","Salaried",22,"Own",98494,25,0.294,27219,60,11.08,"Debt_Consolidation",741,0.94,0,1,"No",29395,5517,"No","No","No"
"546",52,"Married",2,"Bachelor","Self_Employed",33,"Own",96790,34,0.417,28010,84,12.96,"Debt_Consolidation",850,0.401,0,13,"Yes",17321,4345,"No","Yes","No"
"547",46,"Single",0,"Master","Salaried",26,"Own",181713,28,0.649,57554,60,10.52,"Auto",788,0.466,0,11,"Yes",7810,9436,"No","No","No"
"548",32,"Single",2,"Bachelor","Salaried",9,"Own",87067,14,0.42,44060,24,10.67,"Business",816,0.554,0,2,"No",53365,8034,"No","No","No"
"549",39,"Married",1,"Bachelor","Salaried",19,"Own",114538,21,0.746,17664,12,10.34,"Credit_Card",849,0.431,0,11,"Yes",104187,13392,"No","No","Yes"
"550",52,"Married",2,"Master","Unemployed",0,"Own",41332,6,0.636,24929,36,10.42,"Debt_Consolidation",827,0.185,0,4,"Yes",4069,1113,"No","Yes","No"
"551",22,"Single",0,"HighSchool","Self_Employed",3,"Rent",37513,4,0.849,33968,24,15.74,"Business",698,0.506,0,1,"No",9281,1804,"No","Yes","No"
"552",41,"Single",2,"Bachelor","Salaried",19,"Other",76928,21,0.337,26110,18,10.41,"Medical",822,0.254,0,6,"No",33268,8198,"No","No","No"
"553",36,"Divorced",0,"HighSchool","Salaried",18,"Rent",45104,18,0.56,14438,12,9.55,"Credit_Card",756,0.251,1,5,"No",6739,5651,"No","No","Yes"
"554",47,"Single",1,"Master","Salaried",26,"Own",143750,29,0.702,116557,36,12.75,"Business",850,0.333,0,7,"Yes",21283,11773,"No","Yes","Yes"
"555",46,"Married",1,"Bachelor","Self_Employed",27,"Mortgage",173530,28,0.902,95409,48,11.18,"Debt_Consolidation",823,0.598,0,11,"Yes",4801,4321,"No","No","Yes"
"556",41,"Divorced",3,"HighSchool","Salaried",22,"Own",68100,23,0.659,24686,12,7.87,"Debt_Consolidation",798,0.747,0,4,"Yes",1281,4545,"No","Yes","No"
"557",53,"Single",1,"Other","Salaried",34,"Mortgage",76324,35,0.494,23013,60,11.58,"Debt_Consolidation",832,0.403,0,9,"Yes",4937,6249,"No","No","No"
"558",23,"Single",0,"HighSchool","Unemployed",1,"Own",13153,5,0.542,5128,18,10.11,"Auto",714,0.348,1,2,"No",178,409,"No","Yes","No"
"559",47,"Married",3,"Bachelor","Salaried",25,"Mortgage",123078,29,0.542,44791,24,9.97,"Credit_Card",748,0.609,0,12,"Yes",76262,4965,"No","No","No"
"560",22,"Married",2,"Bachelor","Student",1,"Rent",21533,4,0.333,13906,48,12.12,"Auto",748,0.236,1,3,"No",417,2031,"No","Yes","No"
"561",44,"Married",0,"Bachelor","Salaried",24,"Mortgage",107966,26,0.382,32383,36,10.56,"Medical",850,0.086,0,6,"Yes",60877,9086,"No","No","No"
"562",39,"Single",1,"HighSchool","Unemployed",1,"Mortgage",27983,5,0.824,12155,24,13.89,"Business",689,0.575,3,3,"No",469,1480,"No","Yes","No"
"563",48,"Widowed",0,"Master","Salaried",29,"Own",240405,30,0.571,64110,18,9.58,"Credit_Card",820,0.376,0,12,"Yes",3126,7365,"No","Yes","No"
"564",39,"Single",0,"Master","Self_Employed",19,"Mortgage",64985,21,0.201,16526,60,11.49,"Home_Improvement",827,0.048,0,4,"No",16615,3979,"No","No","No"
"565",22,"Single",0,"HighSchool","Self_Employed",0,"Mortgage",65773,4,0.76,15027,12,9.8,"Credit_Card",774,0.473,0,5,"Yes",4962,2857,"No","No","No"
"566",21,"Divorced",3,"Bachelor","Self_Employed",0,"Mortgage",71434,3,0.385,54012,60,12.45,"Education",744,0.702,1,2,"No",5259,2344,"No","No","No"
"567",43,"Single",0,"HighSchool","Salaried",25,"Own",61636,25,0.401,18624,18,10.49,"Debt_Consolidation",708,0.698,0,0,"No",6912,1947,"No","No","No"
"568",37,"Single",0,"Bachelor","Salaried",19,"Mortgage",74601,19,0.316,20436,72,12.23,"Credit_Card",758,0.321,0,5,"No",12651,2275,"No","No","No"
"569",32,"Single",3,"Bachelor","Salaried",12,"Mortgage",131768,14,0.607,33033,48,9.47,"Home_Improvement",825,0.188,0,10,"Yes",14986,64125,"No","No","No"
"570",35,"Married",0,"HighSchool","Salaried",17,"Own",66559,17,0.832,29662,18,9.98,"Home_Improvement",778,0.325,0,3,"Yes",18796,2430,"No","Yes","No"
"571",31,"Married",4,"Bachelor","Salaried",11,"Mortgage",110487,13,0.572,51316,24,12.38,"Business",825,0.225,0,12,"Yes",23880,2402,"No","Yes","Yes"
"572",36,"Single",1,"Bachelor","Salaried",16,"Mortgage",52265,18,0.657,18798,48,12.01,"Debt_Consolidation",759,0.515,0,5,"Yes",5860,7076,"No","No","No"
"573",29,"Single",0,"Bachelor","Salaried",9,"Own",88564,11,0.239,49758,84,12.73,"Home_Improvement",793,0.09,0,5,"No",4083,5121,"No","No","No"
"574",21,"Married",2,"Bachelor","Unemployed",1,"Own",45914,3,0.305,12001,24,10.83,"Personal",683,0.057,0,4,"No",533,3214,"No","No","No"
"575",36,"Married",3,"HighSchool","Unemployed",0,"Mortgage",63849,5,0.391,23838,24,12.12,"Debt_Consolidation",654,0.407,1,2,"Yes",1891,3648,"No","No","No"
"576",48,"Married",1,"PhD","Salaried",26,"Own",205929,30,0.447,51287,48,9.96,"Home_Improvement",809,0.748,0,10,"Yes",20386,33631,"No","No","No"
"577",57,"Married",4,"Master","Unemployed",2,"Mortgage",27416,7,0.462,7363,36,9.3,"Home_Improvement",721,0.191,0,7,"Yes",13844,5206,"No","No","No"
"578",38,"Single",1,"Bachelor","Unemployed",0,"Mortgage",18426,7,0.403,19599,48,14.71,"Business",786,0.309,2,2,"No",225,2412,"No","Yes","No"
"579",37,"Single",1,"HighSchool","Unemployed",0,"Mortgage",19964,2,0.413,12032,48,12.66,"Home_Improvement",689,0.207,1,3,"No",1004,1590,"No","No","No"
"580",48,"Married",2,"Bachelor","Salaried",23,"Own",169821,30,0.519,81136,24,9.46,"Auto",850,0.481,0,8,"Yes",23991,9045,"No","Yes","No"
"581",39,"Married",5,"Bachelor","Salaried",20,"Mortgage",132532,21,0.537,23379,36,11,"Medical",794,0.488,0,13,"Yes",1142,4274,"No","No","No"
"582",34,"Divorced",1,"Bachelor","Salaried",15,"Own",160690,16,0.74,65368,60,11.14,"Debt_Consolidation",847,0.611,0,4,"Yes",3147,16154,"No","Yes","No"
"583",21,"Married",0,"HighSchool","Self_Employed",1,"Own",52203,3,0.344,24233,72,13.31,"Debt_Consolidation",757,0.215,2,0,"No",808,2734,"No","Yes","No"
"584",25,"Married",1,"Bachelor","Self_Employed",4,"Mortgage",176854,7,0.468,82453,48,13.34,"Business",811,0.112,0,6,"Yes",3620,15491,"No","No","No"
"585",42,"Single",0,"Bachelor","Salaried",22,"Mortgage",82009,24,0.643,17846,12,11.65,"Credit_Card",765,0.274,0,8,"Yes",7921,4915,"No","No","No"
"586",23,"Married",1,"Bachelor","Salaried",0,"Rent",61498,5,0.374,24115,36,11.55,"Medical",710,0.371,0,1,"No",1497,3337,"No","No","No"
"587",48,"Divorced",2,"HighSchool","Salaried",24,"Mortgage",118389,28,0.707,32409,24,9.79,"Auto",826,0.554,0,3,"Yes",1971,8908,"No","Yes","No"
"588",25,"Married",4,"Bachelor","Self_Employed",3,"Mortgage",55399,5,0.92,21323,18,9.03,"Auto",768,0.386,0,2,"Yes",7380,3841,"No","No","No"
"589",36,"Single",1,"Bachelor","Salaried",14,"Mortgage",117157,17,0.604,19303,36,10.7,"Debt_Consolidation",787,0.71,0,8,"Yes",6720,2828,"No","No","No"
"590",38,"Married",2,"Bachelor","Salaried",19,"Own",138756,20,0.452,24915,24,9.68,"Debt_Consolidation",850,0.512,0,12,"Yes",727,11327,"No","No","No"
"591",38,"Single",1,"PhD","Self_Employed",14,"Mortgage",153698,16,0.653,54217,72,12.02,"Home_Improvement",850,0.217,0,5,"Yes",3068,10681,"No","No","No"
"592",40,"Single",1,"HighSchool","Salaried",18,"Own",57626,22,0.429,15959,18,10.14,"Personal",771,0.302,0,3,"No",4438,3388,"No","No","No"
"593",44,"Single",1,"Bachelor","Self_Employed",25,"Own",128816,26,0.603,41276,36,10.9,"Business",794,0.167,1,7,"Yes",5541,10608,"No","Yes","No"
"594",37,"Married",5,"Bachelor","Salaried",18,"Own",99434,19,0.429,34498,24,8.53,"Debt_Consolidation",805,0.779,0,5,"Yes",21539,4815,"No","No","No"
"595",36,"Single",0,"Other","Self_Employed",15,"Mortgage",97043,18,0.57,21661,36,10.66,"Credit_Card",821,0.324,0,6,"Yes",16131,2971,"No","No","No"
"596",40,"Single",0,"Master","Self_Employed",21,"Mortgage",97073,22,0.548,34568,36,11.64,"Debt_Consolidation",720,0.399,0,7,"Yes",2441,7960,"No","No","No"
"597",34,"Single",1,"Bachelor","Salaried",11,"Rent",109923,16,0.486,55252,36,9.33,"Education",727,0.605,0,10,"No",3356,2298,"No","No","No"
"598",53,"Married",0,"Bachelor","Self_Employed",35,"Own",144465,35,0.635,34831,24,10.23,"Medical",830,0.551,0,3,"Yes",57219,14857,"No","No","No"
"599",21,"Married",4,"Master","Self_Employed",0,"Mortgage",54327,3,0.265,4731,36,10.7,"Vacation",740,0.85,0,4,"No",2776,9246,"No","No","No"
"600",48,"Single",1,"Master","Salaried",28,"Own",123693,30,0.923,32362,24,8.74,"Auto",845,0.529,0,9,"Yes",155306,1825,"No","Yes","No"
"601",36,"Married",4,"Bachelor","Salaried",17,"Own",126227,18,0.797,41561,18,11.99,"Home_Improvement",678,0.878,0,11,"Yes",41156,17356,"No","No","No"
"602",42,"Single",0,"Master","Salaried",22,"Own",123061,24,0.95,69411,12,12.33,"Business",811,0.268,0,6,"Yes",4338,18420,"No","No","No"
"603",48,"Single",0,"Bachelor","Salaried",29,"Mortgage",226259,30,0.386,150000,48,14.14,"Business",788,0.108,0,12,"No",26171,8747,"No","No","No"
"604",46,"Single",1,"Other","Self_Employed",26,"Own",197309,28,0.79,60015,36,10.97,"Debt_Consolidation",759,0.328,1,6,"Yes",14864,7312,"No","No","No"
"605",31,"Married",3,"HighSchool","Salaried",13,"Own",128487,13,0.597,16389,36,10.76,"Vacation",804,0.455,0,7,"Yes",715,2407,"No","No","No"
"606",54,"Married",0,"Bachelor","Self_Employed",35,"Own",100180,36,0.434,44255,60,11.26,"Home_Improvement",761,0.708,0,6,"Yes",24136,10923,"No","No","No"
"607",22,"Married",1,"Bachelor","Salaried",4,"Mortgage",66753,4,0.493,16733,48,11.92,"Personal",720,0.353,1,7,"Yes",9783,11159,"No","Yes","No"
"608",47,"Married",1,"HighSchool","Salaried",26,"Mortgage",97647,29,0.578,35328,72,13.57,"Auto",850,0.48,2,0,"Yes",5020,10587,"No","No","No"
"609",33,"Single",1,"Bachelor","Salaried",12,"Own",111552,15,0.634,41929,24,7.26,"Education",850,0.305,0,9,"Yes",5437,14936,"No","No","No"
"610",21,"Widowed",3,"Bachelor","Self_Employed",2,"Mortgage",52835,3,0.75,22135,24,10.17,"Debt_Consolidation",699,0.617,0,2,"Yes",1178,3286,"No","No","Yes"
"611",21,"Married",1,"HighSchool","Student",1,"Rent",22483,3,0.347,12593,48,12.66,"Debt_Consolidation",804,0.101,0,4,"No",1170,1643,"No","No","No"
"612",40,"Divorced",1,"HighSchool","Salaried",21,"Mortgage",53273,22,0.748,24294,18,10.77,"Debt_Consolidation",839,0.624,0,3,"Yes",7890,2412,"No","No","No"
"613",60,"Married",0,"Bachelor","Self_Employed",40,"Own",220736,42,0.562,24466,36,10.18,"Personal",850,0.136,0,8,"Yes",8389,26116,"No","No","No"
"614",41,"Single",0,"Bachelor","Self_Employed",20,"Mortgage",88811,22,0.413,19711,36,9.89,"Home_Improvement",724,0.646,0,4,"Yes",2475,2121,"No","No","No"
"615",49,"Single",0,"Bachelor","Salaried",30,"Own",110513,31,0.529,22549,18,9.49,"Medical",820,0.356,0,8,"Yes",2412,7432,"No","No","No"
"616",46,"Single",0,"Master","Salaried",26,"Mortgage",134405,28,0.315,42989,18,10.98,"Credit_Card",741,0.136,1,6,"No",47935,11259,"No","No","No"
"617",31,"Married",4,"Bachelor","Self_Employed",9,"Mortgage",65446,13,0.618,83054,36,12.91,"Business",793,0.283,0,6,"No",26283,1592,"No","No","No"
"618",48,"Married",0,"HighSchool","Salaried",27,"Mortgage",99007,30,0.47,20378,12,10.09,"Credit_Card",807,0.455,0,7,"No",6810,3236,"No","No","Yes"
"619",42,"Married",5,"HighSchool","Salaried",19,"Own",55621,24,0.546,37327,18,8.73,"Education",764,0.485,1,4,"No",6006,1846,"No","Yes","No"
"620",40,"Single",0,"Bachelor","Salaried",22,"Mortgage",69154,22,0.651,49636,48,10.76,"Auto",850,0.126,0,4,"Yes",2638,7357,"No","No","No"
"621",48,"Single",0,"Other","Self_Employed",29,"Own",119437,30,0.62,34419,36,8.95,"Home_Improvement",779,0.378,0,5,"Yes",19527,23558,"No","Yes","No"
